Dataset,Type,Lang,file,vowel,prec,foll,start,end,F1,F2,MD,Alignment,Transcript,Linguistic,Formant,Fine,BG Music?,BG Other?,Poor Audio?,Coartic?,Hi Voice,Describe,Notes
cv,outlier,hau,00013_common_voice_ha_28410997,a,j,k,1.66,1.69,388.764,2052.335,15.069,,,Change,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,ɪ/e,prec: [j]
cv,outlier,hau,00013_common_voice_ha_28480428,i,a,n,1.34,1.37,632.432,2124.656,20.736,,,Change,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,e,combined with prec [a]
cv,outlier,hau,00013_common_voice_ha_28480524,i,n,,3.07,3.17,564.652,2183.717,14.012,,,Change,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ɪ,
cv,outlier,hau,00013_common_voice_ha_28491222,i,ɽ,ɸ,2.06,2.09,629.451,1159.145,26.736,,X Transcript,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,hau,00013_common_voice_ha_28491267,i,d͡ʒ,d,0.7,0.8,350.788,1129.72,25.872,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,hau,00013_common_voice_ha_28491280,e,n,n,0.96,1.4,497.182,1252.404,17.543,Target Overlap,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,hau,00013_common_voice_ha_28491309,e,n,,5.51,5.64,443.394,1347.043,14.409,Target Overlap,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,barely perceptible at the end
cv,outlier,hau,00013_common_voice_ha_28552274,i,d͡ʒ,k,4.92,4.99,918.138,2311.773,89.998,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,kaz,00007_common_voice_kk_24981995,ə,d,None,3.7,3.84,873.913,1464.55,16.033,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,creaky
cv,outlier,kaz,00007_common_voice_kk_24982077,ə,d,None,3.13,3.3,869.699,1432.363,15.55,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,kaz,00009_common_voice_kk_24983677,ə,d,None,4.96,5.01,990.066,1717.276,28.732,Broad,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
cv,outlier,kaz,00011_common_voice_kk_24982131,ʏ,k,ʃ,0.49,0.58,945.369,1716.399,90.351,,,Deletion,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,prec:[k] labialized,
cv,outlier,kaz,00019_common_voice_kk_24982613,ɑ,s,n,3.36,3.43,761.273,1882.474,21.687,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,female
cv,outlier,kaz,00024_common_voice_kk_27649150,i,k,j,2.94,2.98,827.956,2495.446,37.836,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,kaz,00025_common_voice_kk_25551871,ʏ,t,j,2.05,2.1,883.635,2312.004,82.41,,,Deletion,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,kaz,00026_common_voice_kk_25020017,e,j,k,1.81,1.88,654.949,1604.576,15.589,Target Overlap,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,female
cv,outlier,kaz,00026_common_voice_kk_25020018,ɑ,d,b,4,4.05,489.526,621.7,16.895,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,female
cv,outlier,kaz,00026_common_voice_kk_25020022,ə,ʃ,q,3.03,3.07,1343.838,1600.786,75.758,,,Deletion,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,female; after [ʃ]
cv,outlier,kaz,00026_common_voice_kk_25020050,e,j,j,4.11,4.14,316.08,2883.897,15.566,,X Transcript,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,,female
cv,outlier,kaz,00028_common_voice_kk_28217075,ə,s,p,0.08,0.17,1047.683,1767.76,35.549,Broad,X Transcript,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,kaz,00028_common_voice_kk_28217345,ʏ,k,j,5.39,5.46,641.761,2044.65,24.907,Target Overlap,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,kaz,00029_common_voice_kk_25008560,ə,d,None,4.64,4.72,896.417,1474.614,17.901,,,Deletion,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,voice quality low
cv,outlier,kaz,00031_common_voice_kk_26019176,ɑ,d,ɡ,1.22,1.26,447.046,1756.553,19.668,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,foll:[g],
cv,outlier,kaz,00033_common_voice_kk_27647929,ə,ʃ,n,4.43,4.47,1164.239,2083.333,55.921,,,Deletion,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,after [ʃ]
cv,outlier,kaz,00033_common_voice_kk_27647951,ə,ʃ,ʁ,1.65,1.68,867.428,1776.146,18.722,,,Deletion,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,after [ʃ]
cv,outlier,kaz,00033_common_voice_kk_27684795,ʏ,s,j,2.01,2.05,1152.921,2122.062,176.071,,,Deletion,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,after [s]
cv,outlier,kaz,00033_common_voice_kk_27684811,ə,q,r,4.76,4.79,965.965,1639.729,25.452,,,Deletion,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,kaz,00033_common_voice_kk_27684867,ə,s,m,1.55,1.6,761.885,2028.841,16.749,,,Deletion,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,kaz,00033_common_voice_kk_27729978,ʏ,s,j,1.87,1.94,508.592,2219.291,15.733,,,Deletion,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,after [s]
cv,outlier,kaz,00035_common_voice_kk_24992218,ʏ,ʒ,r,2.68,2.72,332.469,2434.047,21.102,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,prec:[ʒ],
cv,outlier,kaz,00036_common_voice_kk_24983765,e,j,p,2.45,2.64,254.332,2910.923,16.025,,,Change,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,i; prec:j],female
cv,outlier,kaz,00036_common_voice_kk_24983765,e,j,l,1.04,1.22,416.077,2860.867,19.452,,,Change,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,i; prec:j],female
cv,outlier,kaz,00039_common_voice_kk_24984431,ʊ,b,z,3.44,3.47,668.969,1803.706,14.432,,,Deletion,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,kaz,00039_common_voice_kk_24984433,e,j,,3.4,3.43,805.232,2087.081,52.325,,X Transcript,Deletion,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,[je] not pronounced,
cv,outlier,kaz,00039_common_voice_kk_24984434,e,j,l,3.59,3.8,318.133,2832.563,14.077,Target Overlap,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,kaz,00039_common_voice_kk_24984440,ə,n,ŋ,6.45,6.48,984.804,1353.895,25.601,,X Transcript,Deletion,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,[nəŋ] not pronounced,pretty quiet
cv,outlier,kaz,00039_common_voice_kk_24984440,ɑ,,d,7.4,7.54,945.166,1145.915,14.032,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,kaz,00043_common_voice_kk_24982403,e,j,s,1.99,2.04,801.904,2121.063,52.674,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
cv,outlier,kaz,00043_common_voice_kk_24982432,ʏ,t,s,3.98,4.01,1119.955,1807.394,156.844,,,Deletion,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,[ts],
cv,outlier,kaz,00044_common_voice_kk_25008568,e,j,,5.33,5.41,678.466,1918.947,23.301,Broad,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,kaz,00045_common_voice_kk_24975808,ɑ,z,,2.47,2.5,515.454,1811.611,19.519,Broad,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,prec:[s],
cv,outlier,kaz,00045_common_voice_kk_24975817,o,,t,0.6,0.81,550.892,1560.935,37.39,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,kaz,00045_common_voice_kk_24975824,e,j,,2.03,2.12,653.788,1792.513,17.545,,X Transcript,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,d + j + e --> dʒe,
cv,outlier,kaz,00046_common_voice_kk_25061513,e,j,,5.11,5.22,679.998,2004.531,25.363,,X Transcript,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,j + e --> e,
cv,outlier,kaz,00046_common_voice_kk_25061513,ə,s,,3.24,3.3,1293.387,2071.143,74.659,,,Deletion,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,kaz,00046_common_voice_kk_25061516,ɪ,d,,2.33,2.45,778.308,1736.914,18.113,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,kaz,00049_common_voice_kk_24982769,ɑ,j,q,3.04,3.08,708.917,1845.059,18.636,,,Change,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,a,
cv,outlier,kaz,00049_common_voice_kk_24982795,ɑ,h,r,2.43,2.46,765.673,2349.314,59.839,Broad,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1 syll off,
cv,outlier,kaz,00050_common_voice_kk_25029278,ə,ʃ,l,2.55,2.59,1088.243,1808.577,40.863,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,prec:[ʒ],
cv,outlier,kaz,00050_common_voice_kk_25029338,ə,t,n,0.99,1.03,802.489,1860.773,15.625,,,Deletion,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,prec:[g],
cv,outlier,kaz,00050_common_voice_kk_25029343,ɪ,k,s,0.94,0.97,1418.636,1990.712,140.883,,,Deletion,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,kaz,00050_common_voice_kk_25029344,ʏ,t,z,3.31,3.34,1311.189,2413.364,260.732,,,Deletion,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,kaz,00050_common_voice_kk_25029345,ɪ,k,s,3.04,3.07,1160.791,2174.788,84.953,,,Deletion,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,kaz,00050_common_voice_kk_25029346,ə,t,s,2.01,2.04,1266.97,1906.48,67.123,,,Deletion,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,kaz,00050_common_voice_kk_25029355,ə,q,s,2.43,2.49,1211.871,1781.53,56.845,,,Deletion,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,devoiced,
cv,outlier,kaz,00050_common_voice_kk_25029356,ɑ,l,,2.03,2.19,1061.327,1504.443,26.329,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,kaz,00050_common_voice_kk_25029370,ɪ,d,ʒ,1.82,1.85,727.712,2054.407,18.123,,,Deletion,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,kaz,00050_common_voice_kk_25029386,ʏ,t,s,1.32,1.35,1745.585,2380.941,550.209,,,Deletion,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,kaz,00050_common_voice_kk_25029391,ʊ,ʃ,q,1.29,1.33,1045.483,1396.96,44.932,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,devoiced,
cv,outlier,kaz,00050_common_voice_kk_25029391,o,t,j,2,2.04,378.297,1341.106,26.726,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,kaz,00053_common_voice_kk_24982317,ɑ,ə,j,1.18,1.38,988.715,1398.049,17.592,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,
cv,outlier,kaz,00054_common_voice_kk_24969797,ɪ,k,s,2.32,2.35,942.809,2053.793,43.416,,,Deletion,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,kaz,00054_common_voice_kk_24969897,ʏ,t,j,3.06,3.12,1595.404,2354.799,436.435,Target Overlap,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,kaz,00054_common_voice_kk_24969900,ʊ,q,ʃ,2.33,2.38,807.305,1399.707,16.262,,,Deletion,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,devoiced,
cv,outlier,kaz,00054_common_voice_kk_24969929,ə,t,n,2.13,2.18,454.245,2266.008,16.337,,,Deletion,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,syllabic foll:[n],
cv,outlier,kaz,00054_common_voice_kk_24970029,i,,j,2.24,2.34,1981.273,2666.91,376,Target Overlap,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,kaz,00054_common_voice_kk_24970315,ə,q,s,2.04,2.07,1059.351,1731.617,36.377,,,Deletion,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,kaz,00054_common_voice_kk_24970338,ɪ,s,ʃ,3.43,3.5,1023.17,2039.803,55.669,,,Deletion,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,devoiced,
cv,outlier,kaz,00054_common_voice_kk_24970387,ə,d,q,2.88,2.91,786.123,2117.182,20.307,,,,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
cv,outlier,kaz,00054_common_voice_kk_24970389,ə,d,,4.08,4.33,961.48,1524.686,24.02,Target Overlap,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,kaz,00054_common_voice_kk_24970435,ɑ,j,n,1.7,1.78,807.965,1818.732,19.462,,,Change,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,e,
cv,outlier,kaz,00054_common_voice_kk_24970470,ʏ,t,k,2.12,2.17,1303.193,2221.089,251.752,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,devoiced,
cv,outlier,kaz,00054_common_voice_kk_24970475,ʏ,k,z,0.57,0.64,397.518,2530.178,22.606,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,nasalized vowel,
cv,outlier,kaz,00054_common_voice_kk_24970493,ɑ,m,n,3.83,3.86,761.324,1972.798,27.474,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,kaz,00054_common_voice_kk_24970495,ɑ,,j,0.59,0.66,665.81,2001.936,28.723,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,coarticulation w/ foll:[j]
cv,outlier,kaz,00054_common_voice_kk_24970496,ɑ,m,j,2.65,2.69,748.819,1783.548,15.935,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,kaz,00054_common_voice_kk_24970527,ɑ,q,,1.52,1.72,815.895,1777.479,17.655,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,kaz,00054_common_voice_kk_24970529,ə,ʃ,n,1.85,1.89,835.587,1994.904,20.499,,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,syllabic foll:[n],
cv,outlier,kaz,00054_common_voice_kk_24970530,ɑ,,n,0.59,0.71,943.36,1475.207,14.885,,X Sounds,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,prec:[h],
cv,outlier,kaz,00054_common_voice_kk_24970568,ɑ,s,ŋ,1.52,1.61,649.222,2329.402,57.776,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,kaz,00054_common_voice_kk_24970699,o,q,n,1.72,1.83,634.811,2220.288,145.283,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,kaz,00054_common_voice_kk_24970751,ɪ,p,k,1.56,1.6,1561.831,2044.985,184.116,,,Deletion,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,kaz,00054_common_voice_kk_24970753,ʊ,t,ɕː,1.22,1.42,2150.143,2338.7,404.532,Target Overlap,,Deletion,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,kaz,00054_common_voice_kk_24970753,ɑ,,ɕː,0.44,0.53,983.366,1875.694,32.711,Target Overlap,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,prec:[h],
cv,outlier,kaz,00054_common_voice_kk_24982351,ɑ,l,,2.09,2.46,1063.656,1594.486,28.646,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,kaz,00054_common_voice_kk_24996167,ə,d,,4.7,4.97,1183.492,1463.748,49.882,Target Overlap,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,kaz,00054_common_voice_kk_24996168,ɪ,k,s,2.19,2.24,1486.064,1972.819,159.18,,,Deletion,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,devoiced,
cv,outlier,kaz,00054_common_voice_kk_24996234,ɪ,ɡ,t,1.92,1.95,664.761,2214.968,16.235,,X Transcript,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,IgI -->i,
cv,outlier,kaz,00054_common_voice_kk_24996247,ɪ,d,,4.54,4.57,815.143,1615.673,20.668,Broad,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,kaz,00054_common_voice_kk_24996382,ʏ,t,j,0.92,0.97,611.475,2150.446,23.298,Target Overlap,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,kaz,00054_common_voice_kk_24996450,ʏ,ʒ,j,0.61,0.65,690.802,1848.261,29.054,Target Overlap,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,kaz,00056_common_voice_kk_25070671,i,ɑ,j,1.38,1.49,387.073,1130.862,33.477,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,kaz,00056_common_voice_kk_25070674,ɑ,j,ʁ,1.88,1.96,730.788,1763.187,14.565,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,kaz,00059_common_voice_kk_25901371,ə,d,,3.64,3.7,916.224,1589.724,20.421,Target Overlap,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
cv,outlier,kaz,00060_common_voice_kk_25008883,ɪ,k,r,2.2,2.23,1207.604,2377.197,101.701,,,Change,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ʏ,
cv,outlier,kaz,00062_common_voice_kk_24992418,ɑ,,z,1.38,1.51,1077.305,1432.691,26.988,Broad,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,foll:[j],
cv,outlier,kaz,00062_common_voice_kk_24992478,e,j,n,3.96,4,280.346,878.787,23.699,,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,j and e,
cv,outlier,kaz,00065_common_voice_kk_24975786,ɪ,ŋ,r,2.77,2.81,796.872,1397.42,17.768,,,Deletion,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,prec:[g],
cv,outlier,kaz,00065_common_voice_kk_24975788,ɪ,k,s,1.6,1.66,1334.323,1840.328,115.115,,,Deletion,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,kaz,00065_common_voice_kk_24975797,ʏ,,ʃ,3.91,4.09,1241.173,1434.717,211.197,Target Overlap,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,kaz,00065_common_voice_kk_24975804,o,t,ŋ,1.15,1.3,691.989,1157.595,18.169,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,nasalized,
cv,outlier,kaz,00065_common_voice_kk_24975934,e,j,n,2.05,2.09,592.117,799.759,15.648,,X Transcript,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,prec:[n],
cv,outlier,kaz,00065_common_voice_kk_24975942,i,n,j,2.19,2.22,309.389,723.439,72.266,,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,ijI pronounced [i],
cv,outlier,kaz,00065_common_voice_kk_24975971,ʏ,k,ʃ,3.01,3.04,1289.773,1759.728,237.618,,,Deletion,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,kaz,00065_common_voice_kk_24976009,ʏ,e,j,3.1,3.13,274.258,2241.168,18.869,,X Transcript,Deletion,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,kaz,00065_common_voice_kk_24976021,ʊ,t,s,2.06,2.09,1032.516,1626.127,46.599,,X Transcript,Deletion,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,kaz,00065_common_voice_kk_24976021,ʊ,t,s,4.59,4.62,978.237,1681.586,40.123,,X Transcript,Deletion,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,same word as above entry,
cv,outlier,kaz,00066_common_voice_kk_27665285,ʏ,k,j,1.44,1.54,897.085,2498.915,91.756,Target Overlap,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,swe,00000_common_voice_sv-SE_24399170,ɪ,r,n,1.43,1.47,396.098,758.428,22.081,Broad,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,swe,00000_common_voice_sv-SE_24399475,ɪ,n,n,5.65,5.68,405.635,963.064,14.931,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,prec/foll:[n],
cv,outlier,swe,00000_common_voice_sv-SE_24440650,ɔ,r,d,1.03,1.14,279.947,1203.613,14.854,Target Overlap,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,swe,00000_common_voice_sv-SE_24440887,eː,t,h,1.46,1.51,426.272,729.341,14.261,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,swe,00000_common_voice_sv-SE_24440967,ɪ,l,ŋ,4.65,4.68,393.636,726.962,23.332,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,foll:[ŋ],
cv,outlier,swe,00009_common_voice_sv-SE_18843476,oː,s,None,1.21,1.46,928.674,1959.817,64.356,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,voiceless,
cv,outlier,swe,00023_common_voice_sv-SE_18748110,uː,s,m,2.89,2.92,777.708,2256.701,46.072,,,Deletion,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,after [s],
cv,outlier,swe,00023_common_voice_sv-SE_18748449,ɔ,f,r,2.8,2.83,752.298,1765.717,34.439,,X Transcript,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,swe,00023_common_voice_sv-SE_18748481,uː,h,n,1.12,1.25,574.782,2043.378,34.771,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,swe,00023_common_voice_sv-SE_18943792,øː,f,r,1.39,1.42,445.085,2034.737,14.687,,,Deletion,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,swe,00051_common_voice_sv-SE_24970692,iː,t,d,1.26,1.29,416.042,684.661,30.265,,,Change,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ə,
cv,outlier,swe,00051_common_voice_sv-SE_24971084,eː,n,None,1.95,2.07,929.588,1862.708,33.158,,,Change,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ɑː,female (low pitch)
cv,outlier,swe,00057_common_voice_sv-SE_23538787,oː,p,s,2.3,2.34,473.42,1468.227,14.393,,,Change,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ə,
cv,outlier,swe,00057_common_voice_sv-SE_23538787,ɔ,t,ɧ,5.01,5.04,420.269,1391.328,14.406,,,Change,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ə,
cv,outlier,swe,00081_common_voice_sv-SE_26066338,uː,iː,l,2.68,2.71,322.156,1652.696,24.571,,,Deletion,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,swe,00106_common_voice_sv-SE_23769907,ɔ,None,ɧ,4.09,4.17,878.488,1990.752,57.47,Broad,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,swe,00192_common_voice_sv-SE_21178394,ɑː,ɧ,None,1.43,1.6,957.87,1724.788,29.568,,X Sounds,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,prec:[j],coartic w/ extra sounds [skja]
cv,outlier,swe,00192_common_voice_sv-SE_24813315,iː,m,ɡ,1,1.05,617.327,1887.122,13.915,,,Change,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,e,
cv,outlier,swe,00192_common_voice_sv-SE_24821126,uː,d,m,2.78,2.86,504.825,1772.846,20.96,,,,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
cv,outlier,swe,00192_common_voice_sv-SE_24829751,oː,s,l,1.4,1.45,432.71,1475.845,16.885,,,Change,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,swe,00192_common_voice_sv-SE_24837812,eː,j,n,1.91,1.97,795.279,1763.253,16.15,,,Change,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ʌ,
cv,outlier,swe,00192_common_voice_sv-SE_24838000,ɪ,n,n,1.56,1.65,277.228,671.478,31.449,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,swe,00192_common_voice_sv-SE_24884629,iː,t,uː,2.25,2.28,1233.193,1875.65,171.485,,,Deletion,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,swe,00192_common_voice_sv-SE_24885287,eː,d,t,0.36,0.39,1013.659,1565.992,39.812,Broad,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,click @ begin
cv,outlier,swe,00192_common_voice_sv-SE_24920016,eː,d,t,0.47,0.5,1118.094,2591.959,92.233,Broad,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,click @ begin
cv,outlier,swe,00192_common_voice_sv-SE_24920350,iː,m,ɡ,2.03,2.13,390.677,999.916,16.48,,,Change,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,e,
cv,outlier,swe,00192_common_voice_sv-SE_24920353,ʉː,m,n,2.76,2.87,375.792,803.743,31.784,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,swe,00192_common_voice_sv-SE_24920353,iː,t,,5,5.11,650.619,1955.732,18.984,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,prec:[t],
